Num_Acc,an,mois,jour,hrmn,lum,agg,int,atm,col,com
201600002403,16,8,29,25,3,1,1,1,6,129
201600002404,16,9,8,1645,1,1,1,1,1,19
201600002405,16,9,9,915,2,1,1,7,1,300
201600002406,16,9,20,2015,2,1,1,1,5,300
201600002407,16,10,6,1845,1,1,2,1,3,3
201600002408,16,10,13,1700,1,1,1,1,3,300
201600002409,16,11,8,1530,1,2,1,1,6,3
201600002410,16,12,25,1900,3,1,6,1,6,19
201600002411,16,12,27,1315,1,2,1,1,6,155
201600002412,16,5,5,1800,1,2,1,1,6,126
201600002413,16,7,22,1545,1,1,1,7,1,92
201600002414,16,10,10,700,3,1,1,1,3,299
201600002415,16,12,24,230,5,2,1,1,6,92
201600002416,16,12,29,1945,5,2,1,1,3,92
201600002417,16,4,13,1345,1,2,1,1,1,128
201600002418,16,5,13,1530,1,1,1,1,7,255
201600002419,16,5,16,530,2,2,1,1,6,255
201600002420,16,7,2,1600,1,1,1,1,1,128
201600002421,16,7,8,1215,1,1,1,1,2,216
201600002422,16,8,11,1710,1,1,1,1,6,104
201600002423,16,10,4,1145,1,2,1,1,6,128
201600002424,16,12,19,645,3,1,1,1,7,185
201600002425,16,8,7,830,1,2,1,1,7,168
201600002426,16,9,6,1715,1,1,1,1,6,143
201600002427,16,10,16,1245,1,1,1,1,7,92
201600002428,16,11,21,1345,1,1,1,1,1,94
201600002429,16,11,25,1030,1,1,1,2,3,265
201600002430,16,12,17,115,3,1,1,1,6,28
201600002431,16,3,10,1400,1,1,2,1,3,14
201600002432,16,3,31,2145,5,2,1,1,1,254
201600002433,16,4,2,2045,3,1,1,1,1,229
201600002434,16,5,4,1830,1,1,1,1,1,289
201600002435,16,6,17,2145,2,1,1,1,3,145
201600002436,16,6,27,1800,1,2,1,1,1,182
201600002437,16,7,1,2130,2,1,1,2,7,37
201600002438,16,7,27,2000,1,1,1,1,3,182
201600002439,16,8,3,2315,3,2,1,1,1,37
201600002440,16,9,5,950,1,2,1,1,6,41
201600002441,16,9,16,1030,1,1,1,2,7,252
201600002442,16,10,2,1400,1,1,1,1,3,67
201600002443,16,10,30,2000,3,1,1,1,7,5
201600002444,16,12,2,2345,3,1,1,1,6,14
201600002445,16,3,25,2210,3,1,1,8,6,237
201600002446,16,8,17,1930,1,1,1,1,1,188
201600002447,16,9,6,1515,1,1,2,1,1,205
201600002448,16,10,22,1930,3,1,1,1,2,181
201600002449,16,11,19,1745,3,1,1,1,1,281
201600002450,16,12,24,1800,3,1,1,1,1,47
201600002451,16,3,26,730,2,1,1,2,6,172
201600002452,16,4,12,1845,1,1,1,1,7,260
201600002453,16,4,22,1850,1,1,1,1,1,47
201600002454,16,4,23,1445,1,2,1,1,1,96
201600002455,16,5,6,1800,1,1,1,1,6,280
201600002456,16,6,12,1215,1,1,1,2,1,47
201600002457,16,6,21,630,1,1,1,2,6,102
201600002458,16,6,28,1645,1,1,1,1,1,280
201600002459,16,7,30,1600,1,2,6,1,3,47
201600002460,16,8,13,1500,1,1,1,1,4,47
201600002461,16,8,28,2345,3,1,1,1,1,47
201600002462,16,9,19,530,3,1,1,1,1,210
201600002463,16,11,18,945,1,1,1,2,1,24
201600002464,16,8,7,715,2,2,1,1,6,113
201600002465,16,1,13,745,5,1,6,2,3,52
201600002466,16,3,17,2330,3,1,1,1,6,211
201600002467,16,4,15,930,1,1,1,1,6,118
201600002468,16,4,29,2200,3,1,1,8,7,250
201600002469,16,8,20,725,1,1,1,1,6,214
201600002470,16,8,27,1155,1,1,1,1,3,112
201600002471,16,8,31,1315,1,1,1,1,6,211
201600002472,16,9,13,1700,1,2,1,2,6,112
201600002473,16,12,20,945,1,1,1,5,5,211
201600002474,16,9,8,1415,1,2,2,1,1,163
201600002475,16,10,2,1200,1,1,1,1,3,83
201600002476,16,1,28,1945,3,1,1,1,7,226
201600002477,16,2,27,15,3,1,1,1,6,226
201600002478,16,3,22,1615,1,1,1,1,3,35
201600002479,16,5,16,1920,1,2,1,1,6,243
201600002480,16,8,22,2000,1,1,1,1,6,226
201600002481,16,8,25,940,1,1,1,1,2,35
201600002482,16,9,1,1630,1,2,3,1,3,70
201600002483,16,9,5,1530,1,1,1,1,6,226
201600002484,16,9,29,1745,1,2,3,1,3,35
201600002485,16,10,17,1845,1,1,6,8,3,226
201600002486,16,10,30,200,3,1,1,1,1,243
201600002487,16,10,30,1700,1,2,1,1,1,226
201600002488,16,12,5,300,3,2,1,1,7,226
201600002489,16,12,19,1830,5,2,1,5,6,35
201600002490,16,12,26,1730,5,2,1,2,1,226
201600002491,16,12,27,1315,1,1,2,1,3,268
201600002492,16,3,31,1315,1,2,6,1,3,18
201600002493,16,5,6,915,1,1,1,1,6,172
201600002494,16,5,16,2225,3,1,1,1,6,18
201600002495,16,5,19,1930,1,2,1,1,6,221
201600002496,16,8,9,1030,1,2,1,1,3,234
201600002497,16,8,31,1545,1,2,3,1,3,221
201600002498,16,8,31,1815,1,2,1,1,6,18
201600002499,16,8,10,1830,1,1,1,1,6,18
201600002500,16,9,8,2145,3,1,1,1,6,234
201600002501,16,10,19,1745,1,1,1,1,3,29
201600002502,16,5,31,930,1,1,1,1,5,288
201600002503,16,1,16,1715,1,1,1,1,3,22
201600002504,16,1,25,745,2,1,1,1,6,77
201600002505,16,3,18,915,1,2,1,1,3,114
201600002506,16,5,3,2115,3,1,6,1,3,156
201600002507,16,6,4,1645,1,1,1,1,3,288
201600002508,16,6,28,1530,1,2,1,1,6,127
201600002509,16,7,2,745,1,1,1,1,3,288
201600002510,16,7,12,1445,1,1,1,1,6,116
201600002511,16,7,13,1045,1,2,1,1,6,10
201600002512,16,8,16,415,3,1,1,1,6,288
201600002513,16,8,18,2330,5,2,1,1,6,127
201600002514,16,8,25,1800,1,1,1,1,7,22
201600002515,16,9,30,2315,3,1,1,2,6,206
201600002516,16,9,30,1600,1,1,1,2,4,156
201600002517,16,10,18,845,1,2,1,7,2,4
201600002518,16,10,31,2100,5,2,1,1,2,288
201600002519,16,2,29,1430,1,1,3,1,3,122
201600002520,16,8,29,1700,1,2,1,1,1,56
201600002521,16,1,23,200,3,1,1,2,6,498
201600002522,16,3,1,1000,1,2,1,1,6,51
201600002523,16,3,31,1815,5,2,5,1,6,284
201600002524,16,4,17,1315,1,1,1,2,6,284
201600002525,16,6,6,1715,1,2,2,1,3,19
201600002526,16,6,7,1645,1,2,1,1,5,51
201600002527,16,6,28,1715,1,2,1,1,1,51
201600002528,16,8,6,1115,1,2,1,1,3,51
201600002529,16,9,8,1545,1,1,1,1,1,284
201600002530,16,9,7,1715,1,2,2,1,3,284
201600002531,16,11,6,1615,1,1,1,1,6,51
201600002532,16,12,6,745,1,2,3,1,1,19
201600002533,16,1,14,830,2,2,1,8,6,56
201600002534,16,1,24,600,3,1,1,5,6,312
201600002535,16,5,13,1915,1,1,2,1,3,56
201600002536,16,6,22,1800,1,1,1,1,2,519
201600002537,16,8,16,515,3,1,1,1,6,519
201600002538,16,8,26,1730,1,2,1,1,1,56
201600002539,16,9,11,1930,2,2,1,1,1,56
201600002540,16,10,1,1330,1,2,2,1,3,56
201600002541,16,10,27,1600,1,2,1,1,3,56
201600002542,16,11,24,845,1,2,1,2,1,312
201600002543,16,1,11,1615,2,2,3,6,3,236
201600002544,16,7,9,1000,1,1,1,1,1,236
201600002545,16,7,28,1515,1,2,3,1,7,236
201600002546,16,10,10,430,5,1,1,1,1,236
201600002547,16,3,2,1630,1,1,1,2,1,273
201600002548,16,4,23,645,2,1,1,1,1,422
201600002549,16,5,10,2100,1,2,1,1,1,422
201600002550,16,10,23,630,3,1,1,1,3,422
201600002551,16,3,22,1500,1,2,1,1,3,449
201600002552,16,6,10,1030,1,2,6,1,3,449
201600002553,16,7,7,1615,1,2,1,1,2,449
201600002554,16,7,31,730,1,1,1,8,6,376
201600002555,16,8,30,1315,1,2,1,1,1,449
201600002556,16,9,10,1,5,2,1,1,6,449
201600002557,16,10,6,1130,1,2,2,1,3,449
201600002558,16,2,19,900,1,1,2,1,3,280
201600002559,16,3,18,1745,1,1,1,1,2,47
201600002560,16,6,24,2330,3,1,1,1,2,339
201600002561,16,7,15,1700,1,1,2,1,3,58
201600002562,16,7,2,1145,1,1,2,8,3,35
201600002563,16,12,12,1515,1,1,1,1,6,339
201600002564,16,2,4,845,1,1,2,1,3,159
201600002565,16,5,14,2300,3,1,1,1,6,351
201600002566,16,7,17,1445,1,2,1,1,1,389
201600002567,16,9,10,1900,1,2,3,1,3,389
201600002568,16,9,15,1500,1,2,1,1,6,159
201600002569,16,10,6,1545,1,1,1,1,1,267
201600002570,16,12,9,2115,5,2,1,1,7,159
201600002571,16,3,19,1800,1,1,1,1,1,233
201600002572,16,8,16,1830,1,1,1,1,6,272
201600002573,16,10,11,900,1,1,1,1,2,114
201600002574,16,12,13,2015,5,1,3,1,6,74
201600002575,16,5,2,1445,1,1,2,1,3,487
201600002576,16,5,4,1745,1,1,2,1,5,3
201600002577,16,5,8,1915,2,2,1,1,7,3
201600002578,16,5,29,1735,1,1,1,1,6,433
201600002579,16,7,7,945,1,2,2,1,6,3
201600002580,16,7,19,2045,1,1,1,1,6,487
201600002581,16,1,10,1815,3,1,1,2,6,49
201600002582,16,6,26,1845,1,2,1,1,6,483
201600002583,16,7,26,1630,1,1,3,1,3,49
201600002584,16,9,17,530,2,1,1,1,2,49
201600002585,16,11,2,1115,1,1,1,5,4,49
201600002586,16,12,11,1915,5,2,1,1,7,554
201600002587,16,2,7,1945,5,1,1,3,1,454
201600002588,16,3,18,1900,1,2,1,1,3,213
201600002589,16,5,7,615,2,2,1,1,1,448
201600002590,16,5,11,945,1,1,3,1,4,37
201600002591,16,5,14,945,1,1,1,2,1,213
201600002592,16,5,30,1500,1,1,3,2,3,37
201600002593,16,7,13,830,1,2,1,1,6,213
201600002594,16,8,21,715,2,2,1,1,1,37
201600002595,16,9,21,1145,1,2,1,1,6,213
201600002596,16,11,14,900,1,1,1,1,5,474
201600002597,16,11,17,715,2,1,9,1,3,23
201600002598,16,2,14,2230,3,1,1,1,6,505
201600002599,16,5,5,1045,1,1,2,1,3,145
201600002600,16,5,10,730,2,1,1,1,6,83
201600002601,16,7,15,1415,1,1,3,1,2,505
201600002602,16,7,23,1645,1,1,1,1,3,431
201600002603,16,8,28,1745,1,1,1,1,6,33
201600002604,16,11,16,730,5,2,3,2,3,140
201600002605,16,12,21,1015,1,2,1,1,4,363
201600002606,16,3,4,1915,5,2,1,2,6,165
201600002607,16,12,15,2015,3,1,1,8,1,330
201600002608,16,2,3,1315,1,2,1,1,1,80
201600002609,16,2,2,2130,5,2,1,2,6,238
201600002610,16,5,21,1200,1,1,1,1,6,80
201600002611,16,6,23,1345,1,1,1,1,3,501
201600002612,16,8,4,1800,1,2,6,1,2,274
201600002613,16,11,29,1800,3,1,3,1,1,80
201600002614,16,12,8,1250,1,2,2,1,3,77
201600002615,16,12,15,1515,1,1,1,1,1,80
201600002616,16,12,20,1215,1,2,1,1,6,501
201600002617,16,1,10,1445,1,2,1,3,3,337
201600002618,16,1,14,1100,1,2,1,1,6,40
201600002619,16,2,2,915,1,2,2,1,2,7
201600002620,16,4,4,615,3,1,2,1,3,337
201600002621,16,4,19,430,5,2,1,1,6,30
201600002622,16,5,12,1145,1,1,1,1,1,327
201600002623,16,7,29,1945,1,1,1,1,6,452
201600002624,16,8,21,500,4,2,1,1,6,337
201600002625,16,9,11,30,3,1,1,1,1,334
201600002626,16,9,13,1600,1,2,1,2,6,197
201600002627,16,11,1,1445,1,1,1,1,7,334
201600002628,16,11,16,1645,2,2,3,1,3,30
201600002629,16,11,18,2330,3,1,4,2,1,334
201600002630,16,12,20,1630,1,1,3,1,3,205
201600002631,16,1,24,130,3,1,1,5,6,366
201600002632,16,4,30,2015,2,1,1,3,3,495
201600002633,16,5,1,2145,3,1,1,1,2,366
201600002634,16,6,27,730,1,2,3,1,1,366
201600002635,16,11,12,1,3,1,1,1,6,553
201600002636,16,1,14,1915,5,2,2,1,3,227
201600002637,16,1,30,530,5,1,2,1,6,323
201600002638,16,2,5,2215,3,1,1,1,7,444
201600002639,16,5,15,715,1,1,1,1,6,227
201600002640,16,5,31,1830,1,2,1,1,3,227
201600002641,16,8,30,800,1,1,4,1,6,543
201600002642,16,9,5,1200,1,2,1,1,1,111
201600002643,16,9,28,900,1,2,3,1,3,227
201600002644,16,10,11,1730,2,1,1,1,6,227
201600002645,16,10,23,1800,1,2,1,1,5,533
201600002646,16,11,10,1815,3,1,1,2,1,227
201600002647,16,3,27,1800,1,1,1,7,1,305
201600002648,16,8,10,500,3,1,1,1,6,491
201600002649,16,1,5,1800,5,2,1,3,6,352
201600002650,16,1,15,1800,5,2,1,1,1,187
201600002651,16,1,18,1000,1,1,3,3,1,352
201600002652,16,4,3,1900,2,1,1,2,6,72
201600002653,16,4,29,1930,1,1,1,1,1,352
201600002654,16,6,8,1945,1,1,1,1,1,106
201600002655,16,6,29,2215,3,1,1,1,6,221
201600002656,16,8,20,1645,1,1,3,1,3,87
201600002657,16,8,24,1800,1,2,3,1,6,352
201600002658,16,10,4,1700,1,1,1,1,7,352
201600002659,16,11,4,1715,2,1,3,1,3,254
201600002660,16,12,7,1915,1,1,1,1,7,21
201600002661,16,12,8,1345,1,1,2,1,4,87
201600002662,16,12,14,1915,3,1,1,1,2,294
201600002663,16,12,26,1845,3,1,1,2,6,250
201600002664,16,7,12,1115,1,2,1,1,7,547
201600002665,16,9,17,1100,1,1,1,1,6,26
201600002666,16,2,12,1800,1,2,2,8,1,258
201600002667,16,2,13,1800,2,1,2,1,3,275
201600002668,16,3,8,1800,1,2,1,1,7,121
201600002669,16,3,12,1915,3,1,1,1,6,282
201600002670,16,4,15,1900,1,2,1,3,1,57
201600002671,16,8,21,1830,1,1,2,1,1,379
201600002672,16,10,20,1015,1,1,1,7,1,129
201600002673,16,11,11,1000,1,1,1,1,6,482
201600002674,16,12,14,1215,1,1,1,1,6,282
201600002675,16,1,2,1530,1,2,3,1,3,240
201600002676,16,1,8,1530,2,1,2,2,3,300
201600002677,16,5,23,2030,2,2,1,1,1,240
201600002678,16,6,24,545,1,2,3,1,3,412
201600002679,16,10,5,900,1,1,4,1,1,38
201600002680,16,12,15,900,1,2,2,5,3,55
201600002681,16,1,31,1245,1,2,1,2,6,22
201600002682,16,2,1,815,2,1,1,2,6,104
201600002683,16,3,5,1945,2,1,1,8,6,297
201600002684,16,4,9,245,3,1,6,1,7,22
201600002685,16,5,15,1,3,2,1,1,6,220
201600002686,16,5,17,830,1,1,1,1,7,104
201600002687,16,6,19,1300,1,1,1,1,6,104
201600002688,16,7,1,415,3,1,1,1,6,417
201600002689,16,7,2,1030,1,1,3,1,1,248
201600002690,16,8,12,2000,1,1,2,1,3,22
201600002691,16,10,28,815,1,1,1,5,3,22
201600002692,16,12,12,845,1,1,1,1,6,146
201600002693,16,1,22,1100,1,1,1,3,6,12
201600002694,16,4,8,2030,2,1,1,1,6,91
201600002695,16,5,18,900,1,1,3,2,1,256
201600002696,16,6,10,1600,1,2,1,1,7,12
201600002697,16,10,30,1800,3,2,1,1,6,322
201600002698,16,12,23,1915,3,1,2,2,3,322
201600002699,16,7,26,1515,1,1,1,1,6,314
201600002700,16,8,31,1300,1,1,3,1,3,424
201600002701,16,10,4,2100,3,1,1,1,2,424
201600002702,16,11,5,1845,3,1,1,1,6,125
201600002703,16,1,12,1730,2,1,1,2,1,208
201600002704,16,5,26,1730,1,1,1,1,7,538
201600002705,16,7,27,545,3,2,1,1,7,514
201600002706,16,7,31,1145,1,1,2,1,3,541
201600002707,16,8,31,1345,1,1,1,1,7,208
201600002708,16,10,8,1945,5,2,1,1,6,348
201600002709,16,11,22,1330,1,1,2,1,3,348
201600002710,16,3,18,930,1,1,1,2,1,539
201600002711,16,3,29,2000,1,2,6,2,3,243
201600002712,16,4,8,1645,1,2,2,1,3,243
201600002713,16,4,13,1400,1,2,2,1,3,243
201600002714,16,5,29,130,3,1,1,1,6,328
201600002715,16,6,13,1230,1,2,1,1,2,243
201600002716,16,8,10,1245,1,2,1,1,6,243
201600002717,16,8,19,2000,1,2,3,1,1,539
201600002718,16,9,9,445,5,2,1,1,3,243
201600002719,16,10,4,845,1,1,1,1,7,539
201600002720,16,11,25,2000,5,2,2,1,1,243
201600002721,16,1,18,845,1,1,1,2,6,296
201600002722,16,3,7,2015,3,1,1,1,6,466
201600002723,16,3,9,1800,1,1,1,1,1,194
201600002724,16,4,1,915,1,1,2,1,6,350
201600002725,16,4,6,930,1,1,2,1,3,194
201600002726,16,4,6,1815,1,2,1,1,1,466
201600002727,16,4,24,2015,1,1,3,1,3,86
201600002728,16,5,19,1615,1,2,1,1,2,298
201600002729,16,7,11,1830,1,1,2,1,3,460
201600002730,16,8,4,1730,1,1,1,2,3,421
201600002731,16,9,3,1445,1,1,4,1,1,298
201600002732,16,9,28,1630,1,1,2,1,3,196
201600002733,16,10,28,1745,1,2,1,1,1,194
201600002734,16,11,29,1930,3,1,1,1,6,257
201600002735,16,2,11,730,2,1,1,2,1,437
201600002736,16,8,8,1945,1,2,1,7,3,437
201600002737,16,10,6,1830,1,2,2,1,3,14
201600002738,16,12,19,1130,1,1,1,1,2,394
201600002739,16,1,4,930,1,2,1,3,1,447
201600002740,16,1,20,800,5,2,1,2,6,138
201600002741,16,1,29,1430,1,2,1,1,3,138
201600002742,16,3,18,630,5,2,1,2,3,478
201600002743,16,4,11,1745,1,1,1,1,7,138
201600002744,16,6,11,1930,1,2,3,1,6,138
201600002745,16,7,9,1545,1,1,1,1,6,385
201600002746,16,7,25,1615,1,2,1,1,6,138
201600002747,16,9,18,2000,2,2,1,1,7,138
201600002748,16,12,24,100,3,2,1,8,6,1
201600002749,16,1,21,845,1,1,2,1,3,393
201600002750,16,3,20,1815,1,1,1,1,6,362
201600002751,16,6,20,1800,1,1,1,1,7,387
201600002752,16,9,9,2030,1,2,3,1,1,387
201600002753,16,10,25,1500,1,1,1,2,1,218
201600002754,16,12,4,445,3,1,1,1,7,218
201600002755,16,6,11,1930,1,2,1,1,6,319
201600002756,16,6,23,1215,1,1,3,1,3,319
201600002757,16,7,8,1745,1,1,1,1,3,242
201600002758,16,4,29,1815,1,2,1,1,3,259
201600002759,16,5,6,2045,1,1,1,1,4,174
201600002760,16,7,29,1915,1,1,1,1,7,407
201600002761,16,8,9,1800,1,1,1,1,3,295
201600002762,16,8,15,1430,1,1,1,1,7,407
201600002763,16,9,25,1215,1,2,1,1,2,219
201600002764,16,12,3,1830,5,1,1,1,6,451
201600002765,16,8,6,1745,1,1,1,1,2,26
201600002766,16,9,24,245,3,1,1,1,6,115
201600002767,16,11,9,1845,3,1,2,2,3,94
201600002768,16,4,13,815,1,1,1,1,6,474
201600002769,16,4,18,1745,1,2,1,1,6,2
201600002770,16,5,6,945,1,1,1,1,7,64
201600002771,16,5,30,1845,1,1,1,2,6,253
201600002772,16,6,21,1645,1,2,1,1,6,96
201600002773,16,7,2,1300,1,1,1,1,7,235
201600002774,16,8,13,1130,1,1,1,1,7,2
201600002775,16,9,16,1815,1,1,1,2,3,79
201600002776,16,10,16,630,3,1,1,1,7,111
201600002777,16,12,15,545,3,1,3,1,3,129
201600002778,16,12,14,1915,3,1,1,1,7,2
201600002779,16,1,9,2330,3,1,1,3,3,309
201600002780,16,1,25,700,5,2,3,1,3,350
201600002781,16,4,18,1815,1,2,1,1,1,442
201600002782,16,9,1,1215,1,2,8,1,3,350
201600002783,16,10,9,1615,1,1,1,1,3,442
201600002784,16,10,24,1815,2,2,1,2,7,236
201600002785,16,10,28,1645,1,1,1,7,6,32
201600002786,16,11,20,2130,3,1,1,2,6,139
201600002787,16,12,18,1045,1,1,1,1,2,256
201600002788,16,1,10,1615,1,1,1,8,1,25
201600002789,16,1,19,1700,1,1,1,1,6,137
201600002790,16,5,20,945,1,1,1,1,7,473
201600002791,16,7,25,1630,1,1,1,1,1,4
201600002792,16,8,3,1530,1,2,2,1,3,540
201600002793,16,12,12,1845,3,1,1,1,3,11
201600002794,16,3,27,1215,1,1,1,8,6,413
201600002795,16,9,10,1745,1,1,1,1,5,487
201600002796,16,10,10,1730,1,1,3,1,3,222
201600002797,16,11,23,715,3,1,1,1,1,182
201600002798,16,12,2,745,2,1,1,1,1,499
201600002799,16,12,27,1500,1,1,1,1,5,77
201600002800,16,7,12,1030,1,2,2,8,3,68
201600002801,16,9,16,845,1,2,7,1,6,273
201600002802,16,12,6,1015,1,1,1,1,6,68
201600002803,16,5,13,1330,1,1,1,1,6,231
201600002804,16,6,11,215,3,1,1,1,6,231
201600002805,16,5,14,30,3,1,1,1,6,68
201600002806,16,8,26,2230,5,2,1,1,2,566
201600002807,16,6,13,1600,1,1,2,1,1,181
201600002808,16,8,21,1845,1,1,1,1,7,532
201600002809,16,7,3,1945,1,1,1,1,1,335
201600002810,16,7,11,1230,1,1,1,1,1,461
201600002811,16,9,11,1945,1,1,1,7,1,584
201600002812,16,12,24,1145,1,1,1,2,1,415
201600002813,16,1,12,1330,1,2,3,2,3,479
201600002814,16,1,13,530,3,1,1,9,6,451
201600002815,16,11,6,1430,1,1,1,1,7,328
201600002816,16,11,16,1845,3,1,1,1,1,528
201600002817,16,12,16,315,3,1,1,9,6,548
201600002818,16,1,6,1800,5,2,4,2,3,551
201600002819,16,6,9,1845,1,1,1,1,1,218
201600002820,16,7,3,1,3,1,1,1,6,95
201600002821,16,7,23,1030,1,1,1,1,6,9
201600002822,16,9,14,1615,1,1,1,3,6,133
201600002823,16,9,30,1445,1,1,1,1,6,320
201600002824,16,2,3,2130,3,1,1,1,6,529
201600002825,16,7,6,1815,1,2,1,7,3,352
201600002826,16,7,18,1900,1,1,1,1,1,564
201600002827,16,7,12,1530,1,2,7,1,6,352
201600002828,16,7,30,1900,1,1,2,1,3,119
201600002829,16,8,7,1745,1,1,1,1,7,352
201600002830,16,8,28,2130,3,1,2,1,3,455
201600002831,16,9,16,1145,1,2,1,8,6,553
201600002832,16,10,31,1330,1,1,1,1,6,352
201600002833,16,10,31,1615,1,1,1,1,1,460
201600002834,16,12,27,1445,1,1,1,1,5,38
201600002835,16,1,29,1845,5,2,1,1,6,543
201600002836,16,2,12,745,5,2,3,3,5,294
201600002837,16,3,2,1000,1,2,1,1,6,449
201600002838,16,5,23,1300,1,1,1,2,5,543
201600002839,16,8,3,1020,1,2,1,1,6,294
201600002840,16,8,4,1700,1,1,1,2,1,294
201600002841,16,8,23,2030,1,1,1,7,1,462
201600002842,16,8,24,1745,1,1,1,1,3,462
201600002843,16,9,13,1045,1,1,1,1,3,449
201600002844,16,3,8,1500,1,1,2,1,1,294
201600002845,16,5,31,1245,1,1,3,1,1,264
201600002846,16,1,17,1215,1,1,1,1,1,354
201600002847,16,1,25,1430,1,1,1,1,7,343
201600002848,16,3,5,545,3,1,1,2,7,82
201600002849,16,7,2,1145,1,1,1,1,1,255
201600002850,16,7,30,1745,1,1,3,1,3,82
201600002851,16,8,6,1745,1,1,1,1,1,392
201600002852,16,2,20,1515,1,1,3,1,3,172
201600002853,16,5,21,1600,1,1,3,1,1,142
201600002854,16,7,9,1000,1,2,1,1,7,67
201600002855,16,7,26,1115,1,1,1,1,3,172
201600002856,16,9,2,1530,1,1,1,1,1,552
201600002857,16,10,17,1215,1,1,1,1,5,404
201600002858,16,11,18,1900,3,1,1,2,1,356
201600002859,16,12,3,1945,3,1,1,1,1,443
201600002860,16,1,6,945,1,1,1,2,3,312
201600002861,16,1,8,1215,1,1,1,1,1,162
201600002862,16,2,6,1045,1,1,1,1,7,105
201600002863,16,2,19,900,1,1,1,1,1,320
201600002864,16,3,27,1515,1,1,1,1,7,164
201600002865,16,4,23,1515,1,1,1,3,1,56
201600002866,16,5,25,1200,1,1,1,1,6,164
201600002867,16,6,19,1400,1,1,1,1,1,111
201600002868,16,6,22,1815,1,1,1,1,1,274
201600002869,16,1,9,2130,3,1,1,1,6,309
201600002870,16,1,9,1200,1,1,1,1,6,48
201600002871,16,3,4,440,3,1,1,2,7,243
201600002872,16,7,12,1150,1,1,1,1,6,67
201600002873,16,9,14,1645,1,1,1,1,6,68
201600002874,16,2,6,1530,1,1,6,1,3,283
201600002875,16,3,21,1715,1,1,1,1,6,314
201600002876,16,4,9,315,3,1,1,3,6,125
201600002877,16,6,24,2130,2,1,1,2,1,277
201600002878,16,7,12,1130,1,1,1,8,4,244
201600002879,16,8,7,1630,1,1,6,1,7,283
201600002880,16,10,28,1440,1,1,2,1,2,294
201600002881,16,11,13,1035,1,2,1,1,3,202
201600002882,16,5,7,600,2,2,1,1,7,65
201600002883,16,7,2,1330,1,1,1,1,3,65
201600002884,16,7,8,2300,5,2,1,1,7,133
201600002885,16,7,16,445,3,1,1,1,2,36
201600002886,16,7,18,1850,1,2,1,1,3,133
201600002887,16,8,21,1330,1,2,1,1,6,133
201600002888,16,8,24,500,5,1,1,1,1,36
201600002889,16,1,13,1430,1,2,1,1,3,150
201600002890,16,2,27,1115,1,1,1,3,3,326
201600002891,16,5,19,630,2,1,1,1,6,311
201600002892,16,9,7,745,2,1,1,1,6,322
201600002893,16,3,21,1455,1,1,1,1,3,308
201600002894,16,4,25,1045,1,1,1,1,6,249
201600002895,16,6,3,1530,1,1,3,7,3,126
201600002896,16,8,21,1845,1,1,2,1,3,2
201600002897,16,1,15,2015,3,1,1,2,3,118
201600002898,16,1,26,1200,1,2,1,7,3,212
201600002899,16,3,26,1315,1,1,1,1,1,212
201600002900,16,4,2,1645,1,1,1,1,1,306
201600002901,16,5,31,915,1,1,1,1,1,316
201600002902,16,6,8,815,1,1,3,1,3,34
201600002903,16,6,15,1800,1,1,1,3,6,120
201600002904,16,7,10,2000,1,1,3,1,3,211
201600002905,16,9,29,1845,1,1,1,1,3,95
201600002906,16,1,5,830,2,1,1,2,1,291
201600002907,16,3,21,1830,2,1,3,7,1,168
201600002908,16,3,27,1900,1,2,1,1,3,284
201600002909,16,4,26,1415,1,1,1,1,6,168
201600002910,16,7,6,1700,1,2,2,1,3,187
201600002911,16,8,28,2145,5,2,1,2,3,317
201600002912,16,1,15,1930,5,2,1,3,1,312
201600002913,16,3,28,1445,1,1,1,1,1,209
201600002914,16,3,30,745,1,2,1,1,3,312
201600002915,16,5,13,845,1,2,1,1,3,312
201600002916,16,7,12,715,2,2,1,2,6,312
201600002917,16,7,15,30,3,1,1,1,6,268
201600002918,16,7,18,1835,1,1,1,1,3,312
201600002919,16,7,27,1710,1,2,1,1,1,273
201600002920,16,8,13,850,1,2,1,1,2,312
201600002921,16,8,25,2030,2,2,1,1,1,273
201600002922,16,1,5,1810,5,2,1,3,6,46
201600002923,16,3,9,1745,1,2,1,1,6,46
201600002924,16,5,11,1145,1,1,2,1,1,46
201600002925,16,6,27,1015,1,1,1,1,6,46
201600002926,16,7,9,445,3,1,1,1,7,217
201600002927,16,7,29,445,2,1,1,1,7,46
201600002928,16,7,31,2015,1,1,1,1,6,46
201600002929,16,9,28,1615,1,1,1,1,6,287
201600002930,16,6,2,2000,1,1,1,1,1,302
201600002931,16,8,15,1240,1,1,1,1,6,163
201600002932,16,9,23,1000,1,1,1,1,7,303
201600002933,16,9,28,1300,1,1,1,1,6,163
201600002934,16,5,6,845,1,2,1,1,6,307
201600002935,16,6,7,1130,1,2,1,1,1,200
201600002936,16,8,6,1915,1,1,1,1,7,60
201600002937,16,8,12,1430,1,1,1,1,6,295
201600002938,16,8,28,245,3,1,1,1,2,227
201600002939,16,9,2,1515,1,1,1,1,7,200
201600002940,16,3,3,1815,4,1,1,2,1,229
201600002941,16,6,26,230,3,1,1,1,6,184
201600002942,16,7,6,1715,1,1,3,1,1,229
201600002943,16,9,20,1000,1,2,1,7,6,184
201600002944,16,4,15,1530,1,1,1,1,2,26
