Num_Acc,an,mois,jour,hrmn,lum,agg,int,atm,col,com
201600023563,16,12,23,2020,3,2,1,1,4,63
201600023564,16,12,31,1630,1,2,1,1,6,318
201600023565,16,1,4,1845,5,2,3,2,3,63
201600023566,16,1,6,1150,1,2,3,1,6,63
201600023567,16,1,4,1840,5,2,6,3,6,200
201600023568,16,1,6,830,2,2,1,3,6,13
201600023569,16,1,8,735,2,2,2,2,3,63
201600023570,16,12,30,1545,1,2,1,1,2,75
201600023571,16,1,5,1900,5,2,1,2,6,119
201600023572,16,1,5,2025,5,2,2,2,3,281
201600023573,16,12,30,1805,5,2,1,1,6,69
201600023574,16,1,8,2020,5,2,1,2,3,63
201600023575,16,1,8,1850,5,2,6,2,2,63
201600023576,16,1,11,1025,1,2,4,6,6,63
201600023577,16,1,11,2035,5,2,9,1,3,63
201600023578,16,1,8,1815,4,2,6,2,6,281
201600023579,16,1,3,1754,4,2,1,3,6,249
201600023580,16,1,6,1925,5,2,1,2,6,318
201600023581,16,1,14,2220,5,2,3,1,6,63
201600023582,16,1,12,800,4,2,4,1,6,167
201600023583,16,1,5,2110,5,2,3,2,3,522
201600023584,16,1,15,900,1,2,4,1,6,39
201600023585,16,1,15,1850,5,2,1,1,6,63
201600023586,16,1,18,1415,1,2,2,2,1,63
201600023587,16,1,10,610,5,2,1,3,6,119
201600023588,16,1,18,800,2,2,4,3,6,63
201600023589,16,1,14,1625,1,2,2,1,2,281
201600023590,16,1,12,800,2,2,3,3,1,75
201600023591,16,1,20,830,1,2,2,1,3,63
201600023592,16,1,19,1920,5,2,2,2,6,63
201600023593,16,1,16,1850,5,2,2,1,6,162
201600023594,16,1,16,1540,1,2,1,1,6,281
201600023595,16,1,20,1240,1,2,6,1,5,550
201600023596,16,1,21,2215,5,2,3,8,3,63
201600023597,16,1,18,1830,4,2,1,2,2,281
201600023598,16,1,15,730,2,2,1,1,6,192
201600023599,16,1,18,745,5,2,2,3,6,69
201600023600,16,1,21,1250,1,2,1,8,3,63
201600023601,16,1,19,1400,1,2,1,3,3,281
201600023602,16,1,21,2310,5,2,2,1,3,39
201600023603,16,1,23,415,5,2,1,5,3,63
201600023604,16,12,12,1345,1,2,2,1,6,550
201600023605,16,1,21,800,2,2,6,5,3,522
201600023606,16,1,21,1040,1,2,3,1,2,63
201600023607,16,1,23,610,5,2,3,1,2,119
201600023608,16,1,19,1740,5,2,1,3,6,39
201600023609,16,1,20,2200,4,2,6,1,6,281
201600023610,16,1,20,1430,1,2,4,1,3,162
201600023611,16,1,20,1005,1,2,2,1,1,550
201600023612,16,1,21,1445,1,1,1,1,2,200
201600023613,16,1,12,2005,5,2,3,1,3,318
201600023614,16,1,18,1000,1,2,2,1,3,192
201600023615,16,1,22,1705,1,2,2,3,1,192
201600023616,16,1,27,1845,4,2,6,1,1,63
201600023617,16,1,23,2300,5,2,4,1,1,162
201600023618,16,1,26,1810,5,2,3,1,3,63
201600023619,16,1,28,1720,2,2,3,2,2,63
201600023620,16,1,28,1400,1,2,2,1,3,63
201600023621,16,1,26,1550,1,2,1,1,3,281
201600023622,16,1,31,2325,5,2,1,2,6,318
201600023623,16,1,28,2300,5,2,4,1,3,63
201600023624,16,1,30,2335,5,2,3,2,2,63
201600023625,16,1,30,1550,1,2,2,2,3,63
201600023626,16,1,29,2140,5,2,2,1,3,281
201600023627,16,1,26,1712,1,2,3,1,3,39
201600023628,16,2,2,815,1,2,1,1,5,63
201600023629,16,1,25,735,5,2,3,1,3,281
201600023630,16,2,3,1430,1,2,2,1,6,63
201600023631,16,1,29,1545,1,2,1,1,2,192
201600023632,16,1,29,2226,5,2,6,1,6,32
201600023633,16,2,4,845,1,2,1,7,2,63
201600023634,16,1,28,1900,5,2,2,2,2,318
201600023635,16,2,6,320,5,2,1,5,6,63
201600023636,16,2,3,1350,1,2,1,1,4,281
201600023637,16,2,6,1020,1,2,2,1,3,39
201600023638,16,1,28,1140,1,2,1,1,3,318
201600023639,16,2,7,600,5,2,2,2,1,63
201600023640,16,2,3,1710,1,2,1,1,6,281
201600023641,16,2,7,530,5,2,2,3,2,63
201600023642,16,2,7,2150,5,2,5,2,3,63
201600023643,16,2,3,840,1,2,1,1,6,318
201600023644,16,1,26,835,1,1,3,2,3,281
201600023645,16,1,29,1803,1,2,3,1,5,162
201600023646,16,2,6,1230,1,2,4,4,6,119
201600023647,16,2,9,2102,5,2,6,2,6,63
201600023648,16,2,9,2115,5,1,1,3,6,39
201600023649,16,2,2,2203,5,2,2,3,3,550
201600023650,16,2,9,740,1,2,3,1,6,522
201600023651,16,2,5,715,2,1,1,1,1,75
201600023652,16,2,8,1740,2,2,3,1,2,249
201600023653,16,2,9,745,1,1,1,1,5,281
201600023654,16,2,11,800,1,2,1,3,3,522
201600023655,16,2,11,800,1,2,3,3,2,63
201600023656,16,2,11,815,1,2,4,1,6,63
201600023657,16,2,11,1813,5,1,2,2,1,63
201600023658,16,2,11,2130,5,2,1,2,3,63
201600023659,16,2,8,1123,1,2,1,1,1,550
201600023660,16,2,12,1610,1,2,1,1,2,63
201600023661,16,2,12,955,1,2,3,2,3,63
201600023662,16,2,13,1800,1,2,2,1,1,63
201600023663,16,2,14,1715,1,2,1,2,1,318
201600023664,16,2,13,250,5,2,2,1,2,281
201600023665,16,2,12,2115,5,2,3,2,1,281
201600023666,16,2,6,330,5,2,3,5,6,550
201600023667,16,2,8,1010,1,2,2,2,3,63
201600023668,16,2,7,1745,1,2,1,2,3,192
201600023669,16,2,5,1740,1,2,1,1,4,192
201600023670,16,2,16,1720,1,2,2,1,1,63
201600023671,16,2,10,1300,1,2,2,2,6,75
201600023672,16,2,10,1435,1,2,1,2,3,192
201600023673,16,2,13,1545,1,2,1,3,6,119
201600023674,16,2,17,2130,5,2,1,1,6,63
201600023675,16,2,13,400,5,2,1,3,6,119
201600023676,16,1,6,1140,1,2,1,3,4,69
201600023677,16,2,15,2115,5,2,4,1,6,119
201600023678,16,2,10,1925,5,2,2,1,1,318
201600023679,16,2,20,1230,1,2,1,1,3,63
201600023680,16,2,22,555,5,2,3,1,6,63
201600023681,16,2,11,935,1,2,1,1,6,192
201600023682,16,2,20,1745,2,2,1,2,6,318
201600023683,16,2,16,920,1,2,6,1,3,522
201600023684,16,2,22,1505,1,2,1,1,3,63
201600023685,16,2,25,130,5,2,1,2,7,63
201600023686,16,2,25,1927,5,2,1,1,6,63
201600023687,16,2,17,1025,1,2,2,1,6,75
201600023688,16,2,18,1515,1,2,3,1,3,39
201600023689,16,2,22,1430,1,2,2,1,6,281
201600023690,16,2,19,815,2,2,6,2,3,318
201600023691,16,2,21,330,5,2,1,2,6,550
201600023692,16,2,26,1810,2,2,2,1,3,63
201600023693,16,2,22,1545,1,2,6,1,3,200
201600023694,16,2,28,2115,5,2,1,1,6,63
201600023695,16,2,27,2310,5,2,1,1,2,63
201600023696,16,2,27,630,5,2,2,1,3,63
201600023697,16,2,22,1715,1,2,1,1,3,249
201600023698,16,2,29,1320,1,2,2,1,3,63
201600023699,16,2,29,845,1,2,1,1,6,63
201600023700,16,2,29,1535,1,2,6,1,3,119
201600023701,16,3,1,1835,2,2,3,1,3,63
201600023702,16,2,24,2250,5,2,2,1,3,522
201600023703,16,2,25,1920,5,2,2,1,3,281
201600023704,16,3,1,2005,5,2,2,1,5,63
201600023705,16,3,2,915,1,2,1,1,4,63
201600023706,16,3,2,730,1,2,4,3,3,63
201600023707,16,3,3,800,1,2,2,2,3,63
201600023708,16,2,29,1640,1,2,1,1,6,39
201600023709,16,3,3,920,1,2,3,2,3,39
201600023710,16,3,5,125,5,2,1,2,1,63
201600023711,16,3,5,1715,1,2,2,1,7,63
201600023712,16,3,6,1730,1,2,6,1,6,119
201600023713,16,3,4,615,5,2,3,2,3,63
201600023714,16,3,1,2053,5,2,6,1,7,550
201600023715,16,3,2,940,1,2,1,2,2,281
201600023716,16,3,3,1325,1,2,4,2,5,318
201600023717,16,3,4,815,1,2,1,3,4,13
201600023718,16,3,8,745,1,2,1,1,3,63
201600023719,16,3,8,945,1,2,1,1,6,63
201600023720,16,3,8,1740,1,2,2,1,6,69
201600023721,16,3,11,150,5,2,2,1,2,63
201600023722,16,3,9,1945,5,2,3,1,3,63
201600023723,16,3,11,245,5,2,3,1,6,63
201600023724,16,3,11,430,5,2,1,1,6,63
201600023725,16,3,9,1843,5,2,4,2,1,550
201600023726,16,3,11,2340,5,2,1,1,6,522
201600023727,16,3,12,1425,1,2,5,1,6,63
201600023728,16,3,8,1520,1,2,1,1,1,318
201600023729,16,3,12,1350,1,2,1,1,6,63
201600023730,16,3,4,2055,5,2,1,1,3,162
201600023731,16,3,14,1630,1,2,3,1,3,63
201600023732,16,3,15,1010,1,2,1,1,6,63
201600023733,16,3,11,540,3,1,2,1,1,318
201600023734,16,3,15,2209,5,2,2,1,3,63
201600023735,16,3,16,1720,1,2,1,1,6,63
201600023736,16,3,15,2020,5,2,1,1,3,522
201600023737,16,3,16,2050,5,2,2,1,3,63
201600023738,16,3,15,2010,5,2,3,1,6,63
201600023739,16,3,17,1720,1,2,2,1,6,281
201600023740,16,3,18,2040,5,2,1,1,3,119
201600023741,16,3,16,2005,5,2,3,1,3,318
201600023742,16,3,16,1520,1,2,1,1,3,13
201600023743,16,3,20,1205,1,2,3,1,3,63
201600023744,16,3,11,1240,1,2,1,1,6,192
201600023745,16,3,21,2350,5,2,1,1,7,63
201600023746,16,3,18,1528,1,2,3,1,6,63
201600023747,16,3,18,900,1,2,1,2,6,119
201600023748,16,3,18,900,1,2,2,2,3,63
201600023749,16,3,23,1655,1,2,1,1,1,63
201600023750,16,3,24,918,1,2,3,1,3,65
201600023751,16,3,16,1420,1,2,3,1,3,119
201600023752,16,3,25,950,1,2,4,2,3,63
201600023753,16,3,25,2140,5,2,3,2,7,63
201600023754,16,3,25,1640,1,2,3,1,6,63
201600023755,16,3,26,1645,1,2,1,1,6,63
201600023756,16,3,28,450,5,2,3,2,6,39
201600023757,16,3,29,728,1,2,1,1,6,550
201600023758,16,3,29,1330,1,2,1,1,6,63
201600023759,16,3,29,1820,1,2,1,1,5,63
201600023760,16,3,30,1800,1,2,1,1,6,63
201600023761,16,3,23,850,1,2,1,1,6,162
201600023762,16,3,31,930,1,2,1,2,6,63
201600023763,16,3,30,1750,1,2,2,1,3,63
201600023764,16,3,31,1415,1,2,3,3,4,63
201600023765,16,1,30,120,5,2,1,1,2,63
201600023766,16,4,3,40,5,2,1,8,7,63
201600023767,16,4,2,1924,1,2,2,1,3,39
201600023768,16,4,1,845,1,2,6,1,6,63
201600023769,16,4,1,1630,1,1,1,1,3,63
201600023770,16,4,3,2040,2,2,2,2,3,63
201600023771,16,3,31,1500,1,2,1,1,3,63
201600023772,16,4,1,2230,5,2,3,1,2,63
201600023773,16,3,30,1925,1,2,2,1,3,63
201600023774,16,3,28,2125,5,2,1,1,1,318
201600023775,16,4,5,845,1,2,2,1,6,63
201600023776,16,3,30,1745,1,2,1,1,2,281
201600023777,16,3,31,745,1,2,1,1,3,522
201600023778,16,4,2,1955,1,2,3,1,6,318
201600023779,16,3,30,1500,1,2,6,1,3,119
201600023780,16,4,6,1330,1,2,3,1,3,63
201600023781,16,4,6,2115,5,2,2,1,6,63
201600023782,16,3,29,1545,1,2,3,1,2,522
201600023783,16,4,7,1745,1,2,2,2,3,63
201600023784,16,4,4,1900,1,2,6,2,3,200
201600023785,16,4,2,1328,1,2,3,1,3,550
201600023786,16,4,7,2125,5,2,1,1,3,249
201600023787,16,4,4,1048,1,2,1,1,3,318
201600023788,16,4,7,1730,1,2,2,1,3,63
201600023789,16,4,8,945,1,2,1,1,6,63
201600023790,16,4,8,1705,1,2,2,1,3,63
201600023791,16,4,8,1040,1,2,1,1,2,63
201600023792,16,4,9,2145,5,2,1,1,6,63
201600023793,16,4,9,745,1,2,1,1,6,63
201600023794,16,4,11,2130,5,2,4,1,6,63
201600023795,16,4,7,900,1,2,2,2,5,281
201600023796,16,4,9,45,5,2,3,1,2,63
201600023797,16,4,9,1136,1,2,3,3,3,63
201600023798,16,4,12,1745,1,2,3,2,3,63
201600023799,16,4,4,1500,1,2,1,2,3,39
201600023800,16,4,12,929,1,2,6,1,3,13
201600023801,16,4,8,2130,5,2,1,1,6,318
201600023802,16,4,14,445,4,1,1,1,6,63
201600023803,16,4,8,800,1,2,2,1,6,192
201600023804,16,4,11,1829,1,2,2,1,5,281
201600023805,16,4,14,822,1,2,3,1,3,63
201600023806,16,4,12,1355,1,2,3,1,3,318
201600023807,16,4,18,850,1,2,4,1,3,550
201600023808,16,4,18,1238,1,2,2,1,2,69
201600023809,16,4,15,50,5,2,1,3,7,65
201600023810,16,4,12,1920,1,2,2,1,3,318
201600023811,16,4,13,2255,5,2,2,1,1,281
201600023812,16,4,15,1420,1,2,2,1,3,550
201600023813,16,4,22,1800,1,2,4,1,2,63
201600023814,16,4,24,1800,1,2,2,1,6,63
201600023815,16,4,21,2220,5,2,9,1,6,318
201600023816,16,4,20,1405,1,2,9,1,6,39
201600023817,16,4,21,1805,1,2,2,1,3,318
201600023818,16,4,21,2135,5,2,2,1,3,119
201600023819,16,4,22,320,5,2,2,1,3,318
201600023820,16,4,26,845,1,2,1,1,3,63
201600023821,16,4,26,815,1,2,4,1,2,63
201600023822,16,4,26,750,1,2,3,1,3,63
201600023823,16,4,26,1705,1,2,2,1,3,63
201600023824,16,4,27,1506,1,2,1,1,6,75
201600023825,16,4,27,2045,1,2,3,7,6,63
201600023826,16,4,25,1325,1,2,1,1,7,249
201600023827,16,4,21,900,1,2,6,1,3,162
201600023828,16,4,24,1540,1,2,2,1,3,281
201600023829,16,4,28,1815,1,2,2,1,6,63
201600023830,16,4,29,1700,1,2,4,1,3,63
201600023831,16,4,25,1830,1,2,1,1,6,200
201600023832,16,4,25,1840,1,2,1,1,2,192
201600023833,16,4,26,1740,1,2,1,1,3,162
201600023834,16,4,25,2125,5,2,1,1,1,39
201600023835,16,4,14,2250,3,1,6,2,6,281
201600023836,16,4,28,830,1,2,1,1,1,550
201600023837,16,4,30,1555,1,2,1,1,6,13
201600023838,16,5,2,1140,1,2,2,1,3,63
201600023839,16,5,2,1750,1,2,1,1,3,63
201600023840,16,5,3,1605,1,2,3,1,2,63
201600023841,16,5,3,2230,5,2,2,1,3,63
201600023842,16,5,3,2240,5,2,2,1,3,63
201600023843,16,5,2,1915,1,2,3,1,6,281
201600023844,16,5,4,2050,2,2,3,1,7,63
201600023845,16,5,4,1905,1,2,3,1,2,63
201600023846,16,5,2,1715,1,2,3,1,3,281
201600023847,16,5,3,1315,1,2,2,1,6,281
201600023848,16,5,2,1340,1,2,2,1,3,281
201600023849,16,4,20,915,1,1,2,1,4,162
201600023850,16,5,6,1658,1,2,3,1,3,63
201600023851,16,5,6,1130,1,1,3,1,2,63
201600023852,16,4,29,1545,1,2,2,1,3,550
201600023853,16,4,25,1030,1,2,2,1,3,39
201600023854,16,5,3,1740,1,2,2,1,3,162
201600023855,16,5,4,1907,1,2,1,1,6,119
201600023856,16,5,6,1946,1,1,2,1,6,281
201600023857,16,5,10,1015,1,2,1,1,6,63
201600023858,16,5,3,1625,1,1,6,1,2,167
201600023859,16,5,11,330,5,2,3,2,7,63
201600023860,16,5,9,820,1,2,1,2,2,281
201600023861,16,5,11,1425,1,2,1,1,6,63
201600023862,16,5,7,1640,1,2,1,1,6,318
201600023863,16,5,6,1950,1,2,2,1,3,522
201600023864,16,5,9,1450,1,2,6,3,3,281
201600023865,16,5,10,1240,1,2,1,1,3,281
201600023866,16,5,12,1725,1,2,3,1,6,63
201600023867,16,5,13,250,5,2,2,1,6,63
201600023868,16,5,4,1828,1,1,1,1,4,522
201600023869,16,5,16,2350,5,2,3,1,6,63
201600023870,16,5,14,1707,1,1,2,1,3,63
201600023871,16,5,13,1845,1,2,3,1,6,63
201600023872,16,5,13,840,1,2,2,1,3,63
201600023873,16,5,15,1650,1,1,1,1,3,318
201600023874,16,5,11,1650,1,1,1,1,3,192
201600023875,16,5,12,810,1,2,2,1,6,75
201600023876,16,5,17,1115,1,2,1,1,2,63
201600023877,16,5,10,1725,1,2,2,1,1,63
201600023878,16,5,13,2320,4,2,2,1,3,63
201600023879,16,5,13,740,1,1,2,1,1,162
201600023880,16,5,11,1955,1,1,6,1,3,167
201600023881,16,5,17,1300,1,1,1,1,6,63
201600023882,16,5,19,220,5,2,2,1,6,63
201600023883,16,5,18,1550,1,2,3,1,3,63
201600023884,16,5,12,820,1,2,1,1,4,281
201600023885,16,5,17,1015,1,2,1,1,6,167
201600023886,16,5,18,1845,1,2,3,1,4,63
201600023887,16,5,17,1740,1,2,4,1,3,281
201600023888,16,5,21,1200,1,2,3,1,3,63
201600023889,16,5,20,2100,1,1,1,1,6,63
201600023890,16,5,22,805,1,2,7,2,1,281
201600023891,16,5,20,2115,1,2,1,1,1,63
201600023892,16,5,21,2140,5,2,2,1,6,63
201600023893,16,5,21,2210,5,2,6,3,2,63
201600023894,16,5,23,1330,1,2,2,1,1,63
201600023895,16,5,17,1030,1,2,1,1,6,522
201600023896,16,5,22,2125,2,2,1,3,7,249
201600023897,16,5,24,1550,1,2,4,1,2,63
201600023898,16,5,24,850,1,2,2,1,3,63
201600023899,16,5,24,1010,1,2,1,1,2,63
201600023900,16,5,13,1130,1,2,4,1,3,63
201600023901,16,5,24,1830,1,2,2,1,3,63
201600023902,16,5,25,1319,1,2,4,1,3,281
201600023903,16,5,19,1210,1,2,2,1,3,39
201600023904,16,5,23,2300,5,2,6,1,6,522
201600023905,16,5,21,920,1,2,3,1,3,200
201600023906,16,5,21,35,5,2,3,1,3,318
201600023907,16,5,25,900,1,2,1,1,2,281
201600023908,16,5,21,1305,1,1,2,1,1,318
201600023909,16,5,26,820,1,2,2,2,1,63
201600023910,16,5,27,1105,1,2,6,1,6,69
201600023911,16,5,28,1520,1,2,1,1,6,63
201600023912,16,5,24,745,1,2,4,1,2,63
201600023913,16,5,28,1535,1,2,2,1,3,63
201600023914,16,5,30,1320,1,2,2,1,3,63
201600023915,16,5,29,959,1,2,6,1,1,249
201600023916,16,5,31,2100,1,2,1,1,2,63
201600023917,16,6,1,1435,1,2,1,2,3,63
201600023918,16,6,1,850,1,2,2,2,2,63
201600023919,16,6,3,100,5,2,1,1,6,63
201600023920,16,6,2,2315,5,2,2,8,3,63
201600023921,16,6,2,1700,1,2,1,1,6,63
201600023922,16,5,30,1455,1,2,3,1,1,167
201600023923,16,5,26,905,1,2,2,1,3,281
201600023924,16,5,22,1930,1,2,3,2,3,75
201600023925,16,5,25,1225,1,2,3,1,4,281
201600023926,16,6,3,1020,1,2,4,1,2,69
201600023927,16,6,3,1745,1,2,1,1,3,63
201600023928,16,6,1,1430,1,1,6,1,2,3
201600023929,16,5,24,1853,1,2,2,1,3,39
201600023930,16,5,26,1645,1,2,3,1,2,162
201600023931,16,5,27,1653,1,2,1,1,6,32
201600023932,16,5,31,820,1,2,3,1,4,281
201600023933,16,6,2,1515,1,2,1,1,7,281
201600023934,16,6,2,2243,5,2,2,1,3,119
201600023935,16,6,7,1900,1,2,2,1,3,63
201600023936,16,6,7,1410,1,2,3,1,3,63
201600023937,16,6,4,2140,1,2,1,1,1,281
201600023938,16,6,4,2335,4,2,1,1,6,39
201600023939,16,6,8,1805,1,2,4,1,2,63
201600023940,16,5,31,745,1,2,2,1,2,318
201600023941,16,6,6,1930,1,2,1,1,6,39
201600023942,16,6,6,1700,1,2,1,1,2,63
201600023943,16,5,13,340,5,2,1,1,7,63
201600023944,16,6,8,815,1,2,1,1,2,522
201600023945,16,6,12,125,5,2,3,1,3,63
201600023946,16,6,11,200,5,2,1,1,6,63
201600023947,16,6,9,1015,1,2,1,1,2,13
201600023948,16,6,6,1623,1,2,2,1,3,39
201600023949,16,6,8,2255,5,1,2,1,3,162
201600023950,16,6,8,815,1,2,2,1,3,522
201600023951,16,6,8,810,1,2,1,1,3,162
201600023952,16,6,13,1635,1,2,2,2,6,63
201600023953,16,6,14,900,1,2,2,1,3,63
201600023954,16,6,7,812,1,2,6,1,3,281
201600023955,16,6,10,1900,1,2,2,1,4,281
201600023956,16,6,9,905,1,2,1,1,6,39
201600023957,16,6,15,550,2,2,1,2,6,167
201600023958,16,6,16,600,2,2,4,8,6,63
201600023959,16,6,15,2320,5,2,2,2,1,281
201600023960,16,6,16,1145,1,2,2,1,3,63
201600023961,16,6,17,1640,1,2,3,1,3,63
201600023962,16,6,18,2210,5,2,1,1,6,63
201600023963,16,6,20,850,1,2,1,1,1,63
201600023964,16,6,20,2115,1,2,3,1,6,63
201600023965,16,6,17,900,1,2,4,2,5,281
201600023966,16,6,20,1540,1,2,1,1,3,63
201600023967,16,6,15,1420,1,2,2,2,3,39
201600023968,16,6,16,1210,1,2,6,1,2,281
201600023969,16,6,22,35,5,2,1,1,7,63
201600023970,16,6,16,1650,1,2,4,2,3,522
201600023971,16,6,21,2240,5,2,2,1,3,63
201600023972,16,6,21,1715,1,2,1,1,3,63
201600023973,16,6,21,1020,1,2,1,1,2,63
201600023974,16,6,15,1900,1,2,1,1,1,39
201600023975,16,6,17,1725,1,2,1,1,6,63
201600023976,16,6,18,1600,1,2,1,1,3,281
201600023977,16,6,23,1850,1,2,3,1,3,39
201600023978,16,6,23,1930,1,2,6,1,2,63
201600023979,16,6,23,1300,1,2,1,1,3,63
201600023980,16,6,21,900,1,2,9,1,6,39
201600023981,16,6,21,815,1,2,3,1,3,318
201600023982,16,6,19,1925,1,1,1,1,2,13
201600023983,16,6,24,2215,1,2,3,1,3,63
201600023984,16,6,24,900,1,2,2,1,3,63
201600023985,16,6,21,1830,1,2,4,1,2,550
201600023986,16,6,24,2235,5,2,5,1,3,63
201600023987,16,6,20,2120,1,2,2,1,3,318
201600023988,16,6,27,2320,5,2,6,1,2,39
201600023989,16,6,28,1640,1,2,3,1,6,318
201600023990,16,6,27,820,1,2,6,1,2,119
201600023991,16,6,28,1935,1,2,3,1,3,63
201600023992,16,6,26,10,5,2,3,1,3,63
201600023993,16,6,28,815,1,2,1,1,3,281
201600023994,16,6,30,1940,1,2,2,1,3,63
201600023995,16,6,29,835,1,2,1,1,6,167
201600023996,16,6,23,1115,1,1,2,1,3,162
201600023997,16,7,1,1255,1,2,2,1,5,63
201600023998,16,7,1,1630,1,2,1,1,1,75
201600023999,16,7,1,2320,5,2,4,8,3,63
201600024000,16,7,4,855,1,1,1,1,7,63
201600024001,16,7,1,1650,1,2,2,1,3,63
201600024002,16,7,2,1130,1,2,3,2,6,63
201600024003,16,7,3,10,5,2,1,1,4,63
201600024004,16,7,4,2120,1,2,3,1,2,63
201600024005,16,7,4,2045,1,2,2,1,3,63
201600024006,16,7,5,1315,1,2,3,1,3,63
201600024007,16,7,3,1800,1,2,1,1,3,192
201600024008,16,7,5,1630,1,2,1,1,3,63
201600024009,16,7,6,1049,1,2,1,1,6,63
201600024010,16,7,6,1115,1,2,1,1,6,63
201600024011,16,7,2,1840,1,2,3,1,3,63
201600024012,16,7,4,2055,1,2,1,1,1,75
201600024013,16,7,2,2355,5,2,1,1,6,550
201600024014,16,7,4,1415,1,2,6,1,2,249
201600024015,16,7,3,1205,1,2,3,1,3,281
201600024016,16,7,6,1520,1,2,1,1,6,63
201600024017,16,7,7,1715,1,2,2,1,2,63
201600024018,16,7,10,1050,1,2,3,1,5,63
201600024019,16,7,6,520,2,2,2,1,3,249
201600024020,16,7,5,1805,1,1,2,1,3,192
201600024021,16,7,6,2255,1,2,6,1,6,32
201600024022,16,7,9,1945,1,2,2,1,3,119
201600024023,16,7,9,1100,1,1,1,1,4,13
201600024024,16,7,12,955,1,2,2,1,3,63
201600024025,16,7,13,700,1,2,2,1,2,63
201600024026,16,7,13,1330,1,2,1,1,3,63
201600024027,16,7,13,1145,1,2,1,1,1,63
201600024028,16,7,8,1810,1,2,2,1,3,550
201600024029,16,7,4,2115,1,2,5,1,7,281
201600024030,16,7,15,1440,1,2,3,1,3,63
201600024031,16,7,15,1710,1,2,2,1,6,63
201600024032,16,7,16,1800,1,2,4,1,6,522
201600024033,16,7,12,1030,1,2,1,1,6,281
201600024034,16,7,12,2014,1,2,2,1,3,318
201600024035,16,7,13,1720,1,2,6,1,3,13
201600024036,16,7,13,1825,1,2,1,1,3,318
201600024037,16,7,19,1600,1,2,2,1,2,63
201600024038,16,7,13,750,1,2,1,1,1,550
201600024039,16,7,17,2030,1,2,3,1,3,192
201600024040,16,7,19,845,1,1,2,1,1,63
201600024041,16,7,16,30,5,2,1,1,7,550
201600024042,16,7,18,930,1,2,6,1,3,249
201600024043,16,7,20,1630,1,2,2,1,2,63
201600024044,16,7,19,955,1,2,3,1,6,318
201600024045,16,7,18,1710,1,2,4,1,6,522
201600024046,16,7,23,1833,1,2,5,1,2,63
201600024047,16,7,25,900,1,2,3,1,3,63
201600024048,16,7,26,540,3,1,1,1,6,63
201600024049,16,7,25,1520,1,2,2,1,3,63
201600024050,16,7,27,150,5,2,1,1,2,63
201600024051,16,7,25,1940,1,2,2,1,6,281
201600024052,16,7,26,1915,1,2,2,1,3,63
201600024053,16,7,18,1600,1,2,2,1,3,63
201600024054,16,7,24,115,4,2,1,1,6,192
201600024055,16,7,19,1740,1,1,1,1,4,75
201600024056,16,7,22,35,5,2,1,1,6,550
201600024057,16,7,28,2055,1,2,1,1,6,63
201600024058,16,7,28,1050,1,2,4,1,6,63
201600024059,16,7,29,135,5,2,3,1,3,63
201600024060,16,7,27,2000,1,2,7,1,4,63
201600024061,16,7,26,2045,1,2,3,1,2,281
201600024062,16,8,1,1900,1,2,2,1,5,63
201600024063,16,7,27,35,5,2,2,1,3,550
201600024064,16,8,2,1555,1,2,1,1,6,63
201600024065,16,8,1,1210,1,2,2,1,2,119
201600024066,16,8,2,1840,1,2,2,1,3,63
201600024067,16,8,2,1720,1,2,2,1,3,63
201600024068,16,8,3,1330,1,2,4,1,2,63
201600024069,16,8,1,2100,1,2,2,1,2,192
201600024070,16,8,3,905,1,2,3,1,6,63
201600024071,16,8,4,1540,1,2,2,2,3,63
201600024072,16,7,30,1040,1,2,4,1,2,39
201600024073,16,8,4,1400,1,2,1,2,2,63
201600024074,16,8,2,1815,1,2,1,1,2,281
201600024075,16,8,7,50,5,2,4,8,3,167
201600024076,16,8,5,1440,1,2,1,1,6,63
201600024077,16,8,6,535,5,2,3,1,3,63
201600024078,16,8,7,1815,1,2,2,1,3,63
201600024079,16,8,5,2155,5,2,5,1,3,63
201600024080,16,8,3,1400,1,2,2,7,2,281
201600024081,16,8,7,20,5,2,3,1,4,13
201600024082,16,8,2,1110,1,2,6,1,3,318
201600024083,16,8,10,100,5,2,2,1,3,63
201600024084,16,8,9,1445,1,2,2,1,3,63
201600024085,16,8,5,615,1,2,2,1,3,63
201600024086,16,8,14,1750,1,2,1,1,6,63
201600024087,16,8,13,1840,1,2,2,1,3,63
201600024088,16,8,12,1200,1,2,1,1,4,63
201600024089,16,8,12,1750,1,2,2,1,3,63
201600024090,16,8,13,830,1,2,6,1,3,39
201600024091,16,8,14,1245,1,2,3,1,3,63
201600024092,16,8,15,2155,1,2,4,1,1,63
201600024093,16,8,12,1220,1,2,3,1,3,63
201600024094,16,8,14,1740,1,2,3,1,5,63
201600024095,16,8,16,1320,1,2,2,1,3,63
201600024096,16,8,16,1624,1,2,2,1,3,63
201600024097,16,8,22,1,5,2,4,1,5,550
201600024098,16,8,10,1245,1,2,2,1,3,192
201600024099,16,8,20,420,5,2,1,8,6,63
201600024100,16,8,18,35,5,2,2,1,1,281
201600024101,16,8,19,1700,1,1,1,1,4,281
201600024102,16,8,14,2230,3,1,4,1,2,200
201600024103,16,8,22,450,5,2,2,1,6,167
201600024104,16,8,12,750,1,2,2,1,3,162
201600024105,16,8,25,850,1,2,2,1,3,63
